5000 30000
2240 2125 4
4719 4617 10
4162 3380 4
3449 1200 9
1904 3306 5
1236 4720 1
4087 1891 6
1226 1344 7
3585 1593 4
2383 4737 4
4942 339 7
3965 2746 4
2862 1088 2
4808 2042 3
3347 1273 10
296 941 6
2168 4117 4
864 475 4
3754 2996 6
35 4084 10
2401 4214 7
3760 1498 1
946 2335 4
4738 3495 3
4288 4474 5
1945 3979 9
1290 1221 2
3153 4686 9
2269 1535 2
1663 78 9
722 966 2
3208 3119 10
887 3597 3
160 1226 8
4381 305 2
16 1137 8
4923 1931 10
1553 3803 1
668 4315 6
820 4520 6
4799 538 1
755 4663 8
2261 3127 10
3604 1451 5
4095 15 1
330 1670 1
4526 855 2
3125 12 3
175 837 4
3279 1146 4
2956 1954 3
4429 2007 8
1378 3250 1
4471 540 3
1624 3918 1
2487 3694 9
2386 73 10
3811 545 7
3803 1569 2
4274 2283 2
4448 1920 1
385 1741 6
2736 490 9
1319 3887 9
3941 3731 4
1828 4734 4
2106 870 3
91 2219 7
2376 1137 6
2168 3066 2
4272 1328 8
586 1580 10
2051 1174 10
2768 4292 9
637 4280 6
932 1211 3
2049 1233 5
228 4653 9
3484 4552 2
3460 4981 10
2738 3703 10
1485 2391 8
1924 4307 4
583 4831 7
593 4568 6
3307 3095 10
4071 3424 10
859 3389 9
4357 3952 4
3538 1380 5
1408 517 4
985 3708 9
1598 1969 8
1376 4890 1
2429 2055 10
2220 478 1
4362 4375 2
138 4859 3
1091 377 5
2610 2814 9
824 3804 6
1464 3831 5
3145 220 4
1994 1892 10
483 3133 2
3262 3002 5
878 798 7
991 771 7
2755 1846 2
2053 3718 4
582 3950 4
2548 112 2
1760 4706 8
2626 586 4
2027 559 2
2521 3484 6
3431 229 9
1029 3947 8
960 771 2
4918 3549 3
673 1734 8
2917 4434 8
2843 43 3
2030 1649 7
4658 4351 7
2642 2101 3
2130 4564 1
437 140 1
2462 2128 7
35 2401 9
2550 1228 4
4453 1411 4
2170 1715 4
345 4344 4
2152 2381 6
2542 793 3
2593 265 9
980 4015 8
720 3474 2
2300 3993 7
4285 1253 6
4806 4058 7
3420 272 2
430 1173 6
1497 4519 2
4981 419 2
3792 1703 2
3372 1782 8
3708 132 8
2612 1504 5
3275 4361 9
1824 2180 9
855 1028 1
2108 436 8
1538 1986 2
4097 1680 7
1601 733 10
1943 648 10
3015 4329 8
3756 2159 6
1442 38 8
2598 3170 7
1860 1310 9
1604 1617 5
447 3415 2
93 1478 10
3396 1613 8
748 122 5
3765 2863 6
4731 2796 4
4291 1354 5
1947 2096 1
3448 2222 3
4470 2794 4
3446 4382 2
3168 2669 8
789 797 9
1895 4354 10
2981 289 1
4742 358 10
4510 4771 1
4481 2174 3
311 3928 4
4225 493 2
3382 2585 9
3032 658 1
622 370 9
746 3427 3
301 3913 5
2952 266 8
4036 2302 4
984 3489 5
4621 4834 5
3972 1821 1
1861 1767 7
1919 4392 2
29 3583 2
41 2873 10
599 4659 2
1694 3759 1
4501 3746 1
2851 1960 1
414 4511 2
4964 4181 1
3555 2586 3
1246 3971 9
4884 88 8
2851 71 10
4669 2645 7
2311 3702 9
3976 1590 1
2344 1035 2
2663 242 4
44 3756 6
1910 4386 2
3561 1197 3
3014 4679 10
4281 4683 3
4615 1314 7
3481 4937 8
3973 2291 1
1861 1546 3
4689 4075 8
2488 889 6
4903 228 2
365 3553 2
1785 303 7
1735 3585 10
2958 4196 4
4904 4257 9
2487 4598 2
2643 3249 3
4891 1103 6
347 3061 1
3146 4578 10
3791 1706 1
1118 777 6
1245 800 4
269 2534 5
4823 891 1
4984 3383 9
238 2552 3
858 207 10
1530 1918 7
1494 2707 10
3620 3747 6
3454 286 3
4529 742 10
704 2027 2
3974 409 8
3268 1428 3
2910 1611 2
3498 4332 5
3541 313 1
3317 2648 3
4126 4856 7
3081 1915 2
1352 4111 2
559 2878 3
1490 3163 4
3313 597 1
4143 4357 8
1101 4688 2
723 2175 1
679 649 4
4523 2569 3
4631 3137 8
2740 1246 6
4690 291 6
332 3952 1
451 2576 4
453 3610 3
934 2778 7
3051 3304 10
171 1226 2
2829 2301 7
3067 3387 1
2049 1035 7
1408 3588 6
2847 4311 3
4219 3031 6
832 4042 5
2727 3343 5
4281 1199 9
1794 1332 7
4313 2087 5
3273 661 3
545 1853 2
2834 1504 5
1574 2551 1
1809 1476 1
730 4447 2
1143 963 8
1441 3295 7
4561 2824 5
781 625 6
4959 1774 3
2748 1429 8
2245 1102 6
763 33 10
1022 222 2
3587 490 3
4588 4638 5
2667 2675 1
144 2582 1
3191 1670 2
2083 3529 7
3639 1066 8
415 2413 5
853 2508 5
2780 892 8
3028 1360 9
1983 1379 3
1406 4567 2
1062 716 5
786 4343 9
4983 186 3
2480 1012 9
3989 930 8
1881 2080 3
4658 3123 1
4038 705 7
2781 4105 6
2477 1107 9
2999 3534 1
1924 885 5
1531 2078 6
1459 4119 3
3181 3622 8
3526 4433 4
292 407 3
4757 4348 7
3906 269 3
2537 2175 6
2385 1624 6
2114 1807 2
2053 996 8
930 1674 5
4226 1482 9
1538 2213 7
841 1670 1
2533 3141 6
2889 3438 3
609 2314 10
4236 3366 5
617 2048 5
3810 3225 4
258 1803 8
3457 2854 4
2795 3695 2
3209 3143 7
2598 10 1
2474 1811 5
1817 4788 2
956 2565 7
3861 241 7
1937 2149 8
4936 3872 3
1218 2394 2
2420 2986 7
912 4018 5
2656 1917 6
2771 3478 6
720 1126 9
2567 190 1
159 463 5
1322 3310 7
3771 3460 1
1757 436 4
4371 2347 2
1159 1551 5
972 2092 1
386 4185 10
508 3680 5
4833 2642 7
1613 1332 3
1875 577 6
681 2092 4
2899 4343 5
1863 1154 5
1879 4666 6
1994 905 1
1453 1628 9
2648 1617 10
2017 1824 2
3046 2722 3
742 4144 5
4416 2993 7
4214 1249 3
1271 928 5
1144 3356 3
4352 753 7
2145 2234 8
3771 1993 2
2308 4298 7
2061 2424 1
1035 3113 2
3644 970 2
494 3577 5
332 3828 5
3937 4765 3
2754 4339 4
1603 151 4
1031 2713 1
3824 3044 10
2944 3491 2
2786 1792 1
3623 1846 7
915 3276 10
4413 3621 1
2720 3030 10
3250 3932 1
2577 1012 7
492 3643 10
320 3122 8
775 544 3
2447 4403 5
1998 4041 3
706 4922 8
3320 1161 5
357 3105 1
3702 2116 10
4371 1956 9
1200 221 1
2151 1757 6
1638 4388 4
1757 2339 7
2365 416 8
1545 1695 7
2169 1239 10
1775 2015 10
1055 606 9
3392 2064 2
2080 3304 3
1742 2490 3
1514 2899 8
2437 1935 7
4457 1639 3
4237 3816 6
249 3257 9
4725 942 4
229 1097 2
1291 4806 4
1172 185 1
4919 2884 2
689 3763 2
1956 4535 1
1211 772 6
1973 2236 4
240 3826 2
1346 2004 9
4388 1667 10
166 2286 3
3687 3270 4
2276 362 3
3466 2389 6
1858 828 7
3322 1071 2
902 1401 2
4318 1864 7
62 1960 4
1357 1280 9
2043 89 8
1219 2995 10
2810 2397 7
2253 3747 10
1920 336 8
3557 4899 6
3473 2379 10
1648 1884 4
2218 2354 5
586 3700 2
1792 4503 8
1610 2297 1
2394 680 6
2555 3922 5
4778 1339 9
3667 585 4
4047 4653 1
2517 3951 9
2226 2226 3
4942 469 1
2852 3516 7
4380 1550 5
1105 4495 9
2434 3308 1
2315 2614 2
2143 3065 7
82 1366 7
950 2858 4
3153 235 9
786 1952 9
1828 3299 7
513 1955 1
331 1136 8
1592 626 6
4999 1739 6
473 179 3
1641 409 10
2936 544 7
682 3728 7
2029 4377 9
2537 1846 4
289 2815 7
2956 4640 2
4868 3309 2
134 3218 5
3433 965 4
3992 3032 10
255 3127 5
362 4130 4
971 3768 8
2190 2726 2
3333 137 8
2345 3612 4
1391 4667 1
3215 501 9
4831 4151 4
1951 2393 2
2015 721 6
2992 1740 9
555 3341 5
2149 1923 1
2040 2678 6
818 2401 6
1461 2129 5
2374 4203 9
4501 707 8
120 3586 10
1770 962 10
2872 4293 6
1138 4018 10
2090 397 10
631 1736 5
2617 213 9
504 4514 1
2481 2945 1
4682 2997 5
2151 3246 7
13 2261 3
908 2452 6
2736 4563 8
212 2104 5
4414 4879 5
3201 4071 3
1551 2848 3
3337 2466 9
4231 1065 3
4199 3903 5
4981 3575 9
2498 785 10
3891 1406 9
1875 2302 5
2697 4960 5
1225 33 8
223 1164 4
1976 3785 8
1936 2594 9
3294 4673 9
3300 3111 2
684 2347 7
1779 4462 1
4511 3524 6
3757 162 1
3920 2939 3
631 735 1
2123 2245 10
1702 3142 6
912 761 5
797 4073 2
1941 4842 2
3678 3871 5
2603 2455 4
2067 4999 1
1223 3510 7
1711 677 3
1716 278 5
4724 3624 8
2340 3512 4
3043 2608 8
4337 1134 10
1204 124 1
274 1287 1
4065 1063 1
4835 4851 5
3535 162 5
2342 4691 5
2657 185 4
4519 340 6
4426 2765 10
450 340 5
1828 4749 2
4860 2182 10
1730 128 10
4076 3430 6
3792 3398 1
1133 4201 1
492 2847 5
4568 2375 9
2075 82 9
2216 345 3
789 4256 4
464 3648 9
2150 4749 1
4895 2656 4
1731 4233 9
1025 3995 10
4444 1057 3
2078 2346 10
1883 3570 7
1721 1741 3
3683 4048 1
1574 4762 6
3269 3197 8
448 2036 6
3163 3212 1
3937 404 6
4830 4709 4
2156 4282 8
3533 2102 6
3630 18 4
2332 4524 7
2817 1939 1
485 4037 1
2631 3162 5
2919 3488 5
4856 3131 1
1116 1041 7
3496 2632 5
1823 3704 4
1773 4676 8
3607 4919 3
3249 1473 10
65 115 9
2839 791 1
3860 3430 6
103 4344 6
582 1225 6
1635 1081 7
1295 2419 4
984 492 2
2125 4334 7
1850 4864 7
576 2490 4
893 4114 3
2928 4659 1
3732 3575 9
63 4574 7
292 4192 2
1173 439 2
4787 446 6
1683 4394 1
998 834 4
1038 4445 2
2148 2077 4
695 4823 4
173 112 10
2244 2846 9
994 3 6
3543 520 5
3441 1743 9
983 1402 10
2805 3395 1
4306 2044 3
4916 2064 3
169 994 5
1651 1191 5
1344 4107 1
2052 3334 6
532 1865 4
4541 231 7
1430 4900 4
248 3612 9
146 3644 8
3949 2691 10
4392 2925 4
1015 4655 6
1148 3302 2
1381 3319 10
4135 1140 1
668 127 8
2221 4737 7
746 3615 6
1651 2429 6
4813 4709 4
2912 3265 2
2971 2468 1
1603 2996 3
4942 4303 6
4430 2050 4
4100 2447 3
3530 1621 5
3209 1183 7
3013 2660 3
1111 2419 8
972 3513 6
4312 326 8
4406 4549 8
3108 3559 9
2314 2787 2
2765 1043 10
1639 4504 3
615 477 4
43 4603 6
1809 353 10
2937 4771 7
2243 4981 2
1604 2698 8
1626 1912 8
4810 4846 3
2965 3862 4
4074 4334 6
3650 2411 2
3229 2762 5
243 3014 5
1549 3927 10
4237 322 7
1232 880 2
3661 3303 8
4447 3179 10
2819 1224 7
4272 3259 5
2708 2653 1
2637 1479 6
2702 664 5
2705 1664 1
2914 278 7
894 3422 1
2581 2612 9
2216 3980 6
1418 4329 8
3586 1670 6
3538 2255 9
940 3885 5
201 1563 6
581 4672 3
2184 3044 7
858 997 5
4579 3054 7
2164 4271 5
1688 2014 3
545 4171 4
826 2435 4
1295 3157 8
4013 2850 2
2822 1292 10
412 585 1
201 3961 4
4934 2489 2
4569 2418 5
3140 1110 4
3188 1500 4
4803 43 7
2695 2482 5
4515 3302 5
369 2886 4
2171 4425 8
762 60 10
2215 2907 8
2918 4604 7
1524 26 2
3102 1334 4
1644 4260 1
2688 1468 4
2171 1281 6
4693 4449 2
794 2873 2
820 916 8
4087 3228 6
2102 4984 4
1271 1486 8
2361 230 4
1128 3920 9
4202 853 7
3925 3677 5
1544 4271 10
2813 3540 7
4152 4341 1
318 2602 6
535 3258 4
1302 1092 7
4097 4398 8
870 2593 6
3346 4520 1
1478 2447 9
2390 199 2
4681 867 1
3636 3755 8
1757 1147 10
4872 353 10
1326 3114 5
3613 1394 7
3060 119 4
2169 900 5
4084 4600 8
1252 4622 5
2433 3569 5
602 4796 10
1595 663 9
1256 4485 4
1509 1666 6
461 4405 2
1789 4181 2
3657 3279 8
4147 1655 8
308 4163 9
1230 1334 9
1052 4151 9
67 258 9
3738 4774 7
3721 823 4
2887 2131 3
2015 1609 6
4048 269 7
2396 1328 10
930 1374 10
1317 1037 2
2715 1274 8
2526 610 6
687 1045 7
3646 3501 3
4709 278 6
4175 3882 4
1644 3560 2
1461 1892 4
120 3582 5
960 389 1
1087 2619 4
4595 1865 8
3355 3758 9
1188 3597 6
1176 4198 3
4634 3333 8
2022 2475 3
302 2227 7
2694 3472 8
3144 379 2
376 2534 8
21 4861 3
4307 4698 6
4838 2995 1
3700 3231 4
3005 802 5
2769 1011 7
1176 2352 1
1800 407 1
502 1604 7
3506 1631 2
143 2628 4
326 579 9
4298 1053 5
3251 676 3
1525 3064 9
3622 1733 10
4162 605 8
3393 1215 10
1120 3560 5
2188 292 7
3121 4924 3
3103 4836 8
434 46 4
1318 3790 6
3165 515 8
3662 372 4
462 4654 4
4010 3492 9
2906 1040 6
214 3755 4
4791 2547 1
134 4094 1
889 586 7
125 4858 10
4078 3193 3
1223 1432 3
1321 1346 1
334 986 6
466 3930 1
1710 2652 10
2356 1275 4
4132 4129 10
4436 1020 9
4176 4065 9
404 3971 4
1623 2617 8
2282 3707 2
1414 1308 7
1302 546 4
4038 1598 2
4315 324 7
2509 3022 9
2183 3059 5
3925 2999 8
2156 1522 7
2078 2045 5
4430 2130 7
4513 369 3
3882 4037 4
944 2294 7
4857 4828 4
4371 2192 9
4497 3448 5
3989 595 2
4972 1709 4
2810 4542 5
4859 2041 1
3555 3873 6
4910 2822 1
4836 2192 5
1460 855 8
2893 4004 8
133 1142 1
2422 3678 5
4725 1463 5
2121 462 9
1485 2700 4
1810 2491 10
4846 2135 5
403 1989 4
621 609 4
4777 2293 3
145 3831 1
2514 2075 3
2850 139 1
1514 4494 6
2315 837 5
201 372 4
2966 3792 1
1626 1980 1
4902 3569 5
177 2035 2
1107 2752 3
724 3661 9
4173 1737 6
3334 4557 10
1716 1606 9
2690 167 4
1606 1645 10
4079 1129 3
3012 1088 4
3477 422 8
542 4934 4
4834 2855 9
2091 1646 5
3482 1589 4
2729 651 8
2080 2344 8
1805 3831 10
3926 506 3
1344 1188 5
3821 1990 7
989 643 7
68 3549 4
3895 4410 9
1467 2765 1
593 2532 10
4540 3521 7
3359 4831 9
4472 4777 5
4534 1030 9
2847 2269 8
880 2323 3
197 1409 2
1303 3834 4
4472 4236 10
4467 3367 4
3776 4355 5
1650 1061 8
3885 4115 9
2166 1093 4
1244 2089 4
1259 3023 1
3095 2123 1
2832 3575 6
2312 596 1
2028 633 6
1207 3447 4
1984 2264 7
2038 4528 2
3092 2214 2
3258 2527 6
3176 465 7
4117 919 2
1286 2366 6
3158 2653 4
4903 4909 7
4769 2018 9
3973 399 1
245 4934 5
4774 3711 9
4586 964 4
3207 1245 10
353 2037 9
2066 3586 8
1787 192 2
3719 2051 5
3225 1804 7
4227 2657 1
2372 3598 3
310 2731 8
1004 812 9
668 3689 5
1330 3417 5
4979 4299 10
172 2791 10
2187 4252 2
3781 2244 8
1521 593 7
3285 267 3
3914 4199 9
2810 1213 2
1770 4256 4
2502 4001 7
2711 1238 9
187 314 3
4242 4371 9
3318 629 8
3160 4087 6
4580 1771 5
2319 4922 1
4347 3175 2
2554 2749 3
2223 3799 1
1366 2011 6
4576 1355 5
1059 1559 2
795 938 10
4625 172 1
1998 2142 5
2110 1760 2
393 2286 5
1543 1678 1
2445 114 4
2431 4184 8
3448 89 5
3659 3844 8
1362 811 8
3430 34 3
4145 2511 6
994 884 5
123 105 10
64 264 2
4117 1073 6
118 1853 1
3457 1032 1
1588 3773 1
3446 1942 8
360 3194 1
846 4470 7
3242 2689 6
1963 39 10
3580 543 8
3904 1108 3
891 2818 6
3817 72 8
1942 10 6
1973 728 1
2812 2961 2
1975 1741 8
1686 2523 9
2679 3377 9
2739 659 6
3328 2347 3
815 3143 2
3169 1148 1
4591 1546 5
4542 393 10
4253 4378 1
4659 222 7
2890 4596 9
293 805 7
1414 3812 10
1459 4754 7
4329 1786 4
4671 2162 2
1185 693 6
3101 3772 4
4647 2771 3
1223 658 8
1223 4476 10
4293 2671 3
3150 2906 9
279 384 4
2639 2724 2
3915 643 1
3247 2622 1
1710 1809 6
3942 401 1
4486 4930 8
700 961 7
2372 4547 2
1725 1154 5
2332 3757 6
3938 4403 1
3112 3173 6
292 1471 8
857 2314 5
2172 3960 6
4925 928 7
2871 1877 4
1534 1880 10
1165 4440 10
561 2926 5
4295 3551 3
284 1973 10
726 1005 7
2087 2546 6
3876 2488 4
817 3566 5
3769 1931 2
2293 2087 5
3960 4567 1
1003 232 5
2699 3915 3
3488 2444 4
1839 723 2
4020 4350 3
1824 928 5
230 1888 5
4149 1375 1
1157 3011 4
2147 2406 7
1333 4074 4
4032 1904 8
2125 2186 10
1108 1408 3
3667 3315 4
1527 3412 5
1979 212 4
3087 1058 4
2205 3839 9
4786 1109 4
2027 2297 5
4826 3366 1
2500 4905 1
4459 1687 7
2846 1026 8
3925 2683 8
1277 3598 5
92 2207 8
3398 1341 10
4032 3314 7
185 3245 10
3475 1157 5
1576 3657 8
4594 803 3
1149 868 7
451 2051 9
2962 4916 10
2557 4873 7
2386 3421 3
4892 142 7
976 2219 8
3001 1129 8
4871 3355 4
4821 4404 9
1170 1617 4
2312 153 7
4822 1023 6
1616 896 4
4033 179 7
4831 4455 1
2357 1814 8
4966 99 9
1890 2570 5
4174 1311 6
111 4167 7
2275 4443 2
1417 2681 2
2649 4721 2
3290 2241 9
364 1376 2
3970 3146 5
2559 123 6
4874 307 3
752 4340 4
3172 4883 5
3889 3947 2
2350 1384 3
1372 244 10
2431 2382 2
655 2192 6
938 3682 5
115 2477 1
4497 1304 1
927 2946 8
3533 965 5
2237 1544 4
3219 3425 5
4887 2487 1
3931 3167 8
2662 2721 6
3306 4589 8
20 4448 2
1422 3621 10
842 2893 8
979 1682 3
1019 1043 6
4377 2832 9
1423 451 10
2598 1443 8
1271 4778 5
934 1474 9
4915 2012 4
1374 2379 7
1899 2316 5
17 4683 7
2854 2158 3
672 653 9
3530 4099 4
2852 3032 6
498 397 9
1522 1907 9
1757 2382 7
93 1870 3
1002 2100 6
1063 3292 8
4244 4584 2
3461 1562 9
816 2235 3
3897 1339 7
439 2553 9
2026 4620 8
3387 97 7
1573 4021 4
1927 1084 3
1040 3572 3
3472 2332 7
2094 3738 2
904 4857 5
499 2180 9
3895 751 2
171 551 4
2057 4724 7
920 2072 1
896 4924 7
4090 330 10
1646 3221 2
1789 1403 6
4623 3986 5
514 3680 1
3812 2298 7
175 3164 7
117 328 3
3435 1003 7
3543 1611 7
2739 1344 1
2048 1835 3
2737 1638 5
1392 4756 7
863 2576 7
326 4181 9
1770 3669 4
1010 96 4
1586 1645 10
2517 1639 10
4404 2784 5
2871 2556 10
2913 1523 3
3606 4513 5
2139 2425 1
877 1722 1
4588 3187 3
2226 487 1
17 1981 3
1854 2343 6
2257 3661 2
156 1942 8
4703 3407 3
2359 1768 10
4512 196 3
3673 2143 10
163 410 8
152 2728 1
2974 4139 3
4445 1644 5
1546 606 5
2429 3342 7
4286 3465 3
4367 2450 4
3145 4071 8
2628 1389 7
3085 4752 4
2462 574 7
1743 4922 9
679 2691 4
4844 2436 2
4861 2835 10
3390 5000 4
3596 2343 2
4348 2873 5
4461 1554 9
426 4855 10
3954 2365 1
2509 3757 3
33 2747 2
1272 1982 7
2630 2940 9
2321 871 6
3703 388 3
1507 369 2
3870 4714 10
23 3254 10
4237 3591 6
2571 1029 6
3085 4327 5
4970 4935 10
2393 4745 5
3872 3469 7
800 1103 5
3283 2681 2
3541 1585 2
1934 358 3
1631 1628 2
4764 4914 8
4778 1166 10
2201 879 3
2263 1283 9
480 2647 5
3003 4349 7
3915 4684 10
4966 4838 9
1015 4639 10
2877 1601 9
1443 2724 4
4656 1419 1
4342 3721 7
3173 2491 4
3561 1 9
4242 3267 4
782 4414 3
2241 1908 9
4135 2864 10
1444 1118 10
1076 1929 4
3323 4929 6
19 2225 2
1035 244 10
2714 1766 1
2034 519 5
3603 4695 5
3079 2327 3
3573 1440 4
4003 1520 2
2008 163 4
4433 4064 10
1142 4894 9
3360 1197 5
94 2982 10
1777 4112 2
3085 1559 1
3375 1484 8
1851 3429 8
4662 1417 4
3115 3309 6
925 1588 4
1550 2313 9
1775 275 9
1614 4840 8
1884 4855 1
834 2527 4
1129 987 9
683 548 2
634 3640 1
2932 4356 6
152 3937 10
2943 1197 1
714 2397 6
273 4956 8
4243 4546 10
3359 232 4
3904 4183 6
268 2813 3
1890 1206 3
4370 3581 7
3497 2479 4
63 3495 8
4419 3738 9
291 372 6
2385 2467 10
320 3326 4
45 17 9
4771 3684 3
184 4186 7
4094 1026 3
3787 4903 9
4215 4755 10
4839 3941 5
2284 1093 2
4533 4230 2
2302 802 2
1414 1847 7
4765 4246 1
3387 4053 7
662 1608 8
3441 1511 7
4577 4502 5
1035 2894 2
4040 4569 4
44 4643 6
2127 2848 1
1372 1583 9
4121 407 9
4931 903 1
1876 933 10
3594 299 8
2410 2641 8
311 3791 4
3819 3024 1
2860 442 10
347 2571 6
1261 33 5
4645 3055 2
1092 671 7
4099 2694 3
952 2038 9
1868 3771 4
262 2336 10
3484 4320 8
2241 411 8
1515 584 5
1964 876 1
3597 4991 9
325 652 7
1352 1352 9
697 3560 3
3888 4937 5
2151 4704 4
3693 4772 10
1099 1611 10
4765 3646 5
3255 2723 8
395 2101 9
2902 1083 7
3351 3978 8
1739 2944 2
1 2289 8
1590 535 3
878 4085 1
3276 2190 6
1484 697 6
612 4879 10
3348 492 7
1323 2205 1
2783 1737 2
2677 3345 2
1077 3653 10
1509 2569 1
1349 3928 8
430 2206 10
2385 1734 6
3756 2702 8
2828 731 7
3531 3404 9
4676 4950 7
487 2556 6
2085 4308 5
625 2589 9
1896 3960 10
180 3429 2
1778 1761 10
4394 3240 5
273 260 10
4532 2333 1
1455 2113 1
4969 295 5
3929 408 7
2879 3058 2
4164 2465 4
4710 4601 2
1638 2535 10
4537 4589 2
2826 2191 9
1420 2506 5
3097 1983 2
3069 3856 9
3549 757 5
1832 376 2
4928 2392 2
464 4641 7
273 802 7
2451 2750 9
2983 1731 6
1400 1845 1
4448 3293 1
2971 607 3
1162 2921 2
4317 1793 4
4475 4011 4
3094 1203 3
4591 3181 7
2872 4453 4
503 2178 10
400 4838 10
1626 403 3
2443 3810 7
1634 1022 10
1062 2915 9
4336 4706 10
1601 4486 4
1294 4931 10
1595 1858 5
1841 2847 1
4550 4237 10
869 2460 8
4682 226 3
1760 2668 7
1689 347 7
399 4923 10
1557 2467 10
4093 2832 1
2505 63 4
168 1896 10
2373 355 9
709 2360 4
1349 2130 10
1470 686 3
3290 3572 2
128 2534 8
311 1697 10
2057 1164 10
909 3147 10
1404 2112 4
4731 2264 3
3412 3393 4
3403 221 9
4105 4227 2
2796 2664 5
1588 3467 8
4788 1854 5
1420 728 1
2543 2562 1
190 1049 7
3548 1194 10
1248 735 2
4315 92 4
2430 1887 3
1081 3624 1
2106 1483 8
3768 3596 8
2501 3089 10
4125 2619 4
691 4125 9
2863 283 6
283 1219 2
1365 3923 5
3292 4981 1
4474 3868 4
1397 2679 4
163 1756 9
2862 2654 1
1973 1318 7
2161 4671 4
4232 4149 10
2904 1344 9
2724 142 5
3689 4589 7
3125 2108 10
2741 2115 9
2478 744 10
229 593 6
2108 936 2
1556 106 10
2810 344 7
2059 3995 2
4449 4864 10
2674 2141 8
3144 2988 8
2579 664 2
254 803 3
1966 675 5
3890 3245 5
359 305 10
7 2199 4
2131 2351 5
2852 3622 2
1424 2049 6
714 1038 9
4060 1498 9
4112 3395 9
1911 1391 6
1835 2446 3
4867 1305 3
4423 1038 1
370 4941 6
3342 1384 7
1954 2550 10
748 2927 9
2461 2839 5
1326 4980 8
710 3076 10
4459 1147 1
260 2279 2
4636 4275 5
2793 2247 8
3665 2446 6
519 4831 4
1379 2421 3
4312 2171 9
3660 1164 6
182 2184 10
3123 780 7
2005 269 2
2495 1028 4
4653 3434 8
1179 408 9
3429 4982 5
1558 1342 9
3193 3100 1
4061 1269 1
4172 4894 7
4992 3072 10
2027 4598 4
4756 763 9
3631 670 9
20 1419 9
3292 1117 2
872 3477 7
4787 4643 3
4092 3179 6
4963 334 4
732 4988 1
3710 1351 4
4481 2767 10
2643 4373 3
3038 1892 10
2171 3177 7
1070 1206 1
3289 279 10
4617 1784 7
4641 623 2
1265 4731 10
4589 1342 10
4567 4554 4
1254 1905 9
2486 1403 2
703 2229 9
1658 1510 6
4888 1953 2
1382 3813 1
2908 124 2
2932 632 6
3157 3162 6
1000 1281 4
4241 1893 2
1341 4658 1
2556 2631 7
2741 428 6
1327 1079 1
108 1035 3
2699 381 4
505 18 4
3832 1618 5
2809 2813 5
1114 4801 5
3833 2446 9
1593 1995 7
1938 3030 3
633 1694 4
2911 1055 9
3801 1106 9
4787 3706 3
3054 4225 9
205 3979 8
1714 4538 7
2979 2342 2
3274 1695 4
4232 4849 8
3469 1560 1
891 368 5
492 2898 9
268 1577 9
2219 4839 2
3441 1590 2
70 910 4
4024 4663 9
4616 3523 9
3814 2684 9
2023 994 2
1570 2905 6
3131 4747 8
3924 1115 8
4817 836 7
1902 821 1
1885 1891 1
524 2502 7
1517 1525 3
4882 4430 4
2887 1234 5
2238 1143 10
3651 4375 8
3469 4144 3
2359 1505 8
4641 1770 6
3159 1099 5
4737 1603 4
2955 4141 9
3477 272 2
528 135 2
1190 637 6
3087 886 7
4831 4679 2
1211 1071 10
7 2052 10
492 3239 1
2356 824 8
104 4986 9
1810 1418 3
4930 4856 10
4832 3457 1
4403 4264 9
3803 1097 9
616 242 3
312 4988 6
3638 4858 6
2658 1218 3
3810 402 6
3350 2632 9
493 1010 6
542 2609 3
555 2449 10
1036 3903 9
602 1644 5
24 3651 9
1139 2483 3
2276 161 6
547 4595 10
197 4403 9
4042 4022 3
2463 4759 10
545 4960 5
350 4065 9
1565 316 9
932 506 3
3922 4961 5
4633 596 2
1425 2284 10
3795 1997 8
3514 3854 7
2332 2467 4
3830 844 10
1322 1192 2
742 2337 2
2816 4662 10
23 1651 10
2383 3143 9
1721 2373 4
3540 1170 5
3935 358 2
1725 3451 2
2298 2439 4
4267 2742 4
4654 1969 3
4476 3199 10
3158 1700 5
712 4311 2
261 1240 5
1219 3126 7
2258 4459 8
232 4355 4
3422 1789 10
4225 3132 4
3149 2756 4
4560 1452 10
3319 2316 8
924 674 10
3028 4447 6
2024 1675 2
1433 4900 6
4232 222 8
621 985 6
4959 824 8
1836 2096 6
3948 2938 1
1304 340 3
2529 663 9
310 103 6
1137 284 7
1691 1087 3
13 1126 9
1765 3480 2
2596 4734 6
405 1925 3
3363 3532 8
3496 2625 1
4356 4599 5
822 3825 9
3901 1348 9
1717 4024 9
3735 2746 8
4550 129 1
1268 3611 6
3334 4323 1
3705 4166 3
1531 649 6
1366 2374 1
174 4469 3
1967 2446 10
1607 1875 1
3373 4928 1
1260 3825 10
3026 2058 7
648 933 9
3755 2227 7
181 3803 3
2111 1342 5
3338 4259 5
2405 268 10
4230 460 7
2158 4794 1
2307 2550 5
4469 4788 5
3674 446 8
4408 4090 3
2502 276 3
2372 557 10
4722 985 10
2598 3422 4
931 2841 5
2118 3778 4
2139 2204 2
4127 1701 3
2356 2974 10
3575 659 1
4812 1702 1
433 4158 3
4483 1312 1
774 199 8
824 4479 7
491 2079 2
4187 979 1
2648 1867 7
4369 4994 5
1890 1050 7
4581 1024 9
2480 3434 7
1431 1278 5
1714 4117 3
4 844 9
2453 358 3
560 3556 4
3919 2041 5
1858 1090 8
3460 4654 10
1216 3754 7
3811 262 2
